,Unnamed: 0,word,source,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,Word,SUBTLWF,freq_lcnl_extended,freq_lcnl_extended_log,freq_lcnl_extended_log_flipscale,score,score_extended
2622,2867,wind,3k,68.0,1.8388490907372552,2.14188128579869,3.89,1.37,1.556,317.0,238.0,246.0,wind,59.372549019607845,68.0,1.8388490907372552,2.14188128579869,11.386584500295417,11.386584500295417
1890,2074,run,3k,100.0,2.0043213737826426,1.9764090027533028,4.47,1.9,1.7879999999999998,734.0,399.0,322.0,run,350.54901960784315,100.0,2.0043213737826426,1.9764090027533028,11.38743150963656,11.38743150963656
615,690,face,3k,61.0,1.792391689498254,2.1883386870376915,3.75,2.2,1.5,376.0,435.0,483.0,face,289.15686274509807,61.0,1.792391689498254,2.1883386870376915,11.40918540463192,11.40918540463192
1369,1501,sound,3k,59.0,1.7781512503836436,2.202579126152302,3.72,1.53,1.4880000000000002,208.0,338.0,343.0,sound,143.3921568627451,59.0,1.7781512503836436,2.202579126152302,11.429026941533058,11.429026941533058
747,828,box,3k,86.0,1.9395192526186185,2.0412111239173267,4.3,1.66,1.72,653.0,267.0,174.0,box,89.74509803921569,86.0,1.9395192526186185,2.0412111239173267,11.444238933710643,11.444238933710643
1310,1435,grass,3k,66.0,1.8260748027008264,2.154655573835119,3.94,1.55,1.5759999999999998,232.0,186.0,175.0,grass,16.784313725490197,66.0,1.8260748027008264,2.154655573835119,11.481294508422916,11.481294508422916
2027,2221,jump,3k,31.0,1.505149978319906,2.4755803982160396,2.84,1.3,1.136,406.0,110.0,71.0,jump,69.82352941176471,31.0,1.505149978319906,2.4755803982160396,11.504531393756139,11.504531393756139
681,757,brown,3k,77.0,1.8920946026904804,2.088635773845465,4.196887000000001,1.31,1.6787548000000003,264.0,162.0,151.0,#N/A,#N/A,77.0,1.8920946026904804,2.088635773845465,11.50711220845913,11.50711220845913
1988,2178,once,3k,129.0,2.113943352306837,1.8667870242291085,4.9748480000000015,2.32,1.9899392,338.0,463.0,547.0,once,344.88235294117646,129.0,2.113943352306837,1.8667870242291085,11.508602584801881,11.508602584801881
2451,2681,thought,3k,234.0,2.3710678622717363,1.6096625142642091,5.891350000000001,2.18,2.3565400000000003,1047.0,1130.0,1062.0,thought,808.4705882352941,234.0,2.3710678622717363,1.6096625142642091,11.525168799924733,11.525168799924733
2037,2231,saw,3k,164.0,2.2174839442139063,1.7632464323220391,5.3585,2.09,2.1434,1596.0,999.0,727.0,saw,402.4901960784314,164.0,2.2174839442139063,1.7632464323220391,11.529862513127139,11.529862513127139
1510,1655,soon,3k,115.0,2.0644579892269186,1.916272387309027,4.82565,1.88,1.9302599999999999,616.0,558.0,486.0,soon,257.6470588235294,115.0,2.0644579892269186,1.9162723873090268,11.532603355581596,11.532603355581594
243,277,ten,3k,50.0,1.7075701760979363,2.273160200438009,3.5787809999999998,1.49,1.4315124,200.0,184.0,168.0,ten,145.0,50.0,1.7075701760979363,2.273160200438009,11.534841701533031,11.534841701533031
2050,2248,great,3k,131.0,2.12057393120585,1.8601564453300954,5.05,1.23,2.02,373.0,399.0,498.0,great,820.8627450980392,131.0,2.12057393120585,1.8601564453300954,11.560547558655333,11.560547558655333
874,969,lunch,3k,50.0,1.7075701760979363,2.273160200438009,3.61,1.69,1.444,407.0,167.0,91.0,lunch,104.11764705882354,50.0,1.7075701760979363,2.273160200438009,11.566060701533031,11.566060701533031
746,827,wait,3k,78.0,1.8976270912904414,2.083103285245504,4.3,1.89,1.72,424.0,321.0,203.0,wait,830.2549019607843,78.0,1.8976270912904414,2.083103285245504,11.590861498359263,11.590861498359263
1457,1597,nine,3k,38.0,1.591064607026499,2.3896657695094463,3.2271,1.3,1.29084,53.0,60.0,57.0,nine,67.47058823529412,38.0,1.591064607026499,2.3896657695094463,11.590930193283063,11.590930193283063
1425,1563,through,3k,212.0,2.3283796034387376,1.6523507730972078,5.816751,1.86,2.3267004,343.0,714.0,989.0,through,549.5294117647059,212.0,2.3283796034387376,1.6523507730972078,11.599978705840227,11.599978705840227
2597,2840,pig,3k,57.0,1.7634279935629373,2.217302382973008,3.84,2.03,1.536,310.0,97.0,46.0,pig,39.13725490196079,57.0,1.7634279935629373,2.217302382973008,11.600558340405527,11.600558340405527
